row,merchant_id,merchant_name,segmentation
1697,,,No
1698,,,T20
1699,,,T20
1700,,,No
1701,,,T20
1702,,,No
1703,,,No
1704,,,No
1705,,,No
1706,,,No
1707,,,No
1708,,,T20
1709,,,T20
1710,,,No
1711,,,No
1712,,,T20
1713,,,T20
1714,,,No
1715,,,No
1716,,,No
1717,,,T20
1718,,,No
1719,,,No
1720,,,T20
1721,,,No
1722,,,T20
1723,,,T20
1724,,,T20
1725,,,No
1726,,,No
1727,,,No
1728,,,No
1729,,,No
1730,,,T20
1731,,,No
1732,,,T20
1733,,,No
1734,,,T20
1735,,,No
1736,,,No
1737,,,T20
1738,,,No
1739,,,No
1740,,,No
1741,,,No
1742,,,No
1743,,,No
1744,,,No
1745,,,No
1746,,,No
1747,,,No
1748,,,T20
1749,,,No
1750,,,T20
1751,,,No
1752,,,T20
1753,,,No
1754,,,No
1755,,,No
1756,,,No
1757,,,No
1758,,,No
1759,,,No
1760,,,No
1761,,,No
1762,,,No
1763,,,No
1764,,,No
1765,,,No
1766,,,T20
1767,,,No
1768,,,No
1769,,,No
1770,,,No
1771,,,No
1772,,,T20
1773,,,T20
1774,,,No
1775,,,No
1776,,,No
1777,,,T20
1778,,,No
1779,,,T20
1780,,,T20
1781,,,T20
1782,,,T20
1783,,,No
1784,,,No
1785,,,No
1786,,,No
1787,,,T20
1788,,,No
1789,,,No
1790,,,No
1791,,,No
1792,,,No
1793,,,T20
1794,,,No
1795,,,T20
1796,,,No
1797,,,No
1798,,,No
1799,,,No
1800,,,No
1801,,,No
1802,,,No
1803,,,No
1804,,,No
1805,,,No
1806,,,No
1807,,,No
1808,,,T20
1809,,,No
1810,,,No
1811,,,T20
1812,,,No
1813,,,No
1814,,,No
1815,,,No
1816,,,No
1817,,,No
1818,,,No
1819,,,T20
1820,,,T20
1821,,,No
1822,,,No
1823,,,No
1824,,,No
1825,,,T20
1826,,,No
1827,,,No
1828,,,No
1829,,,No
1830,,,No
1831,,,T20 (T3 - A2)
1832,,,No
1833,,,No
1834,,,No
1835,,,No
1836,,,No
1837,,,No
1838,,,No
1839,,,No
1840,,,No
1841,,,No
1842,,,No
1843,,,No
1844,,,No
1845,,,No
1846,,,T20
1847,,,No
1848,,,No
1849,,,T20
1850,,,No
1851,,,T20
1852,,,No
1853,,,No
1854,,,No
1855,,,No
1856,,,T20
1857,,,No
1858,,,No
1859,,,No
1860,,,No
1861,,,No
1862,,,No
1863,,,No
1864,,,No
1865,,,No
1866,,,No
1867,,,T20
1868,,,No
1869,,,No
1870,,,No
1871,,,No
1872,,,No
1873,,,No
1874,,,T20
1875,,,No
1876,,,No
1877,,,No
1878,,,No
1879,,,No
1880,,,No
1881,,,No
1882,,,No
1883,,,No
1884,,,No
1885,,,T20
1886,,,No
1887,,,No
1888,,,No
1889,,,No
1890,,,No
1891,,,No
1892,,,No
1893,,,No
1894,,,No
1895,,,No
1896,,,No
1897,,,No
1898,,,No
1899,,,No
1900,,,No
1901,,,No
1902,,,No
1903,,,No
1904,,,No
1905,,,T20
1906,,,No
1907,,,No
1908,,,No
1909,,,No
1910,,,No
1911,,,No
1912,,,No
1913,,,No
1914,,,No
1915,,,No
1916,,,No
1917,,,No
1918,,,No
1919,,,No
1920,,,T20
1921,,,No
1922,,,T20
1923,,,No
1924,,,No
1925,,,No
1926,,,No
1927,,,T20
1928,,,No
1929,,,No
1930,,,No
1931,,,No
1932,,,No
1933,,,No
1934,,,No
1935,,,T20
1936,,,T20
1937,,,No
1938,,,No
1939,,,T20
1940,,,T20
1941,,,T20
1942,,,No
1943,,,No
1944,,,No
1945,,,No
1946,,,No
1947,,,No
1948,,,T20
1949,,,No
1950,,,No
1951,,,No
1952,,,No
1953,,,No
1954,,,T20
1955,,,No
1956,,,No
1957,,,No
1958,,,No
1959,,,No
1960,,,T20
1961,,,No
1962,,,No
1963,,,No
1964,,,T20
1965,,,T20
1966,,,No
1967,,,No
1968,,,No
1969,,,No
1970,,,No
1971,,,No
1972,,,No
1973,,,No
1974,,,No
1975,,,No
1976,,,No
1977,,,No
1978,,,No
1979,,,No
1980,,,No
1981,,,No
1982,,,No
1983,,,No
1984,,,No
1985,,,No
1986,,,No
1987,,,No
1988,,,No
1989,,,No
1990,,,No
1991,,,No
1992,,,No
1993,,,No
1994,,,T20
1995,,,No
1996,,,No
1997,,,No
1998,,,No
1999,,,No
2000,,,No
2001,,,No
2002,,,No
2003,,,No
2004,,,T20
2005,,,No
2006,,,No
2007,,,No
2008,,,No
2009,,,No
2010,,,No
2011,,,T20
2012,,,No
2013,,,T20
2014,,,No
2015,,,T20
2016,,,T20
2017,,,No
2018,,,T20
2019,,,No
2020,,,No
2021,,,T20
2022,,,No
2023,,,No
2024,,,T20
2025,,,No
2026,,,No
2027,,,No
2028,,,No
2029,,,T20
2030,,,No
2031,,,No
2032,,,No
2033,,,No
2034,,,T20
2035,,,T20
2036,,,No
2037,,,No
2038,,,No
2039,,,No
2040,,,No
2041,,,No
2042,,,No
2043,,,No
2044,,,No
2045,,,No
2046,,,No
2047,,,No
2048,,,No
2049,,,No
2050,,,No
2051,,,No
2052,,,No
2053,,,No
2054,,,No
2055,,,No
2056,,,T20
2057,,,No
2058,,,No
2059,,,No
2060,,,No
2061,,,No
2062,,,No
2063,,,No
2064,,,No
2065,,,No
2066,,,No
2067,,,No
2068,,,No
2069,,,No
2070,,,No
2071,,,No
2072,,,No
2073,,,No
2074,,,No
2075,,,No
2076,,,No
2077,,,No
2078,,,No
2079,,,No
2080,,,No
2081,,,T20
2082,,,No
2083,,,T20
2084,,,No
2085,,,No
2086,,,T20
2087,,,No
2088,,,No
2089,,,No
2090,,,No
2091,,,No
2092,,,T20
2093,,,No
2094,,,No
2095,,,No
2096,,,No
2097,,,No
2098,,,No
2099,,,No
2100,,,No
2101,,,No
2102,,,No
2103,,,No
2104,,,No
2105,,,No
2106,,,No
2107,,,No
2108,,,No
2109,,,T20
2110,,,No
2111,,,No
2112,,,No
2113,,,No
2114,,,No
2115,,,No
2116,,,No
2117,,,No
2118,,,No
2119,,,No
2120,,,No
2121,,,No
2122,,,T20
2123,,,No
2124,,,No
2125,,,No
2126,,,No
2127,,,No
2128,,,No
2129,,,No
2130,,,No
2131,,,No
2132,,,No
2133,,,No
2134,,,No
2135,,,No
2136,,,No
2137,,,No
2138,,,No
2139,,,No
2140,,,No
2141,,,No
2142,,,No
2143,,,No
2144,,,No
2145,,,No
2146,,,No
2147,,,No
2148,,,T20
2149,,,No
2150,,,No
2151,,,No
2152,,,No
2153,,,No
2154,,,No
2155,,,No
2156,,,No
2157,,,No
2158,,,No
2159,,,No
2160,,,No
2161,,,No
2162,,,T20
2163,,,No
2164,,,No
2165,,,No
2166,,,No
2167,,,T20
2168,,,No
2169,,,No
2170,,,No
2171,,,No
2172,,,No
2173,,,No
2174,,,No
2175,,,No
2176,,,No
2177,,,No
2178,,,T20
2179,,,No
2180,,,No
2181,,,No
2182,,,No
2183,,,T20
2184,,,No
2185,,,T20
2186,,,No
2187,,,No
2188,,,No
2189,,,No
2190,,,T20
2191,,,No
2192,,,No
2193,,,T20
2194,,,No
2195,,,No
2196,,,No
2197,,,T20
2198,,,No
2199,,,No
2200,,,No
2201,,,No
2202,,,No
2203,,,No
2204,,,T20
2205,,,T20
2206,,,No
2207,,,No
2208,,,No
2209,,,No
2210,,,No
2211,,,No
2212,,,T20
2213,,,No
2214,,,No
2215,,,No
2216,,,No
2217,,,No
2218,,,No
2219,,,No
2220,,,No
2221,,,No
2222,,,No
2223,,,No
2224,,,No
2225,,,No
2226,,,No
2227,,,No
2228,,,No
2229,,,No
2230,,,No
2231,,,No
2232,,,No
2233,,,No
2234,,,No
2235,,,T20
2236,,,No
2237,,,T20
2238,,,No
2239,,,No
2240,,,T20
2241,,,No
2242,,,No
2243,,,No
2244,,,No
2245,,,No
2246,,,No
2247,,,No
2248,,,No
2249,,,No
2250,,,No
2251,,,No
2252,,,No
2253,,,No
2254,,,No
2255,,,No
2256,,,No
2257,,,No
2258,,,No
2259,,,No
2260,,,No
2261,,,No
2262,,,T20
2263,,,No
2264,,,No
2265,,,T20
2266,,,No
2267,,,No
2268,,,No
2269,,,No
2270,,,No
2271,,,No
2272,,,No
2273,,,No
2274,,,No
2275,,,No
2276,,,No
2277,,,No
2278,,,No
2279,,,No
2280,,,No
2281,,,No
2282,,,No
2283,,,No
2284,,,No
2285,,,No
2286,,,No
2287,,,No
2288,,,No
2289,,,No
2290,,,No
2291,,,No
2292,,,T20
2293,,,No
2294,,,No
2295,,,No
2296,,,No
2297,,,No
2298,,,No
2299,,,No
2300,,,No
2301,,,No
2302,,,No
2303,,,No
2304,,,No
2305,,,No
2306,,,No
2307,,,No
2308,,,No
2309,,,No
2310,,,T20
2311,,,No
2312,,,No
2313,,,No
2314,,,No
2315,,,No
2316,,,No
2317,,,No
2318,,,No
2319,,,T20
2320,,,No
2321,,,T20
2322,,,No
2323,,,No
2324,,,No
2325,,,No
2326,,,No
2327,,,No
2328,,,No
2329,,,No
2330,,,No
2331,,,No
2332,,,No
2333,,,No
2334,,,No
2335,,,No
2336,,,No
2337,,,No
2338,,,No
2339,,,No
2340,,,No
2341,,,No
2342,,,No
2343,,,T20
2344,,,No
2345,,,No
2346,,,No
2347,,,No
2348,,,No
2349,,,No
2350,,,No
2351,,,No
2352,,,No
2353,,,No
2354,,,No
2355,,,No
2356,,,No
2357,,,No
2358,,,No
2359,,,No
2360,,,No
2361,,,No
2362,,,No
2363,,,No
2364,,,No
2365,,,No
2366,,,No
2367,,,No
2368,,,No
2369,,,No
2370,,,T20
2371,,,No
2372,,,No
2373,,,T20
2374,,,No
2375,,,No
2376,,,No
2377,,,No
2378,,,No
2379,,,No
2380,,,No
2381,,,No
2382,,,No
2383,,,No
2384,,,No
2385,,,No
2386,,,No
2387,,,No
2388,,,No
2389,,,No
2390,,,No
2391,,,No
2392,,,No
2393,,,No
2394,,,No
2395,,,No
2396,,,No
2397,,,No
2398,,,No
2399,,,No
2400,,,No
2401,,,No
2402,,,No
2403,,,No
2404,,,No
2405,,,No
2406,,,No
2407,,,No
2408,,,No
2409,,,No
2410,,,No
2411,,,No
2412,,,T20
2413,,,No
2414,,,No
2415,,,No
2416,,,No
2417,,,No
2418,,,No
2419,,,No
2420,,,No
2421,,,No
2422,,,No
2423,,,No
2424,,,No
2425,,,No
2426,,,No
2427,,,No
2428,,,No
2429,,,No
2430,,,No
2431,,,T20
2432,,,T20
2433,,,No
2434,,,No
2435,,,No
2436,,,No
2437,,,No
2438,,,No
2439,,,No
2440,,,No
2441,,,No
2442,,,No
2443,,,No
2444,,,No
2445,,,No
2446,,,No
2447,,,No
2448,,,No
2449,,,No
2450,,,No
2451,,,No
2452,,,No
2453,,,No
2454,,,No
2455,,,No
2456,,,No
2457,,,No
2458,,,No
2459,,,T20
2460,,,No
2461,,,No
2462,,,No
2463,,,T20
2464,,,No
2465,,,No
2466,,,No
2467,,,No
2468,,,No
2469,,,No
2470,,,No
2471,,,T20
2472,,,No
2473,,,No
2474,,,No
2475,,,No
2476,,,No
2477,,,No
2478,,,No
2479,,,No
2480,,,No
2481,,,No
2482,,,No
2483,,,No
2484,,,No
2485,,,No
2486,,,T20 (T3 - B1)
2487,,,No
2488,,,T20
2489,,,No
2490,,,No
2491,,,No
2492,,,No
2493,,,No
2494,,,No
2495,,,No
2496,,,No
2497,,,No
2498,,,No
2499,,,No
2500,,,No
2501,,,T20
2502,,,No
2503,,,No
2504,,,T20
2505,,,No
2506,,,No
2507,,,No
2508,,,No
2509,,,No
2510,,,No
2511,,,No
2512,,,No
2513,,,No
2514,,,T20
2515,,,No
2516,,,No
2517,,,No
2518,,,No
2519,,,No
2520,,,No
2521,,,No
2522,,,No
2523,,,No
2524,,,No
2525,,,No
2526,,,No
2527,,,No
2528,,,No
2529,,,No
2530,,,T20
2531,,,No
2532,,,No
2533,,,No
2534,,,No
2535,,,No
2536,,,No
2537,,,No
2538,,,No
2539,,,No
2540,,,No
2541,,,No
2542,,,T20
2543,,,No
2544,,,No
2545,,,No
2546,,,No
2547,,,T20
2548,,,No
2549,,,No
2550,,,No
2551,,,No
2552,,,No
2553,,,No
2554,,,No
2555,,,No
2556,,,No
2557,,,No
2558,,,No
2559,,,No
2560,,,No
2561,,,No
2562,,,No
2563,,,No
2564,,,No
2565,,,No
2566,,,No
2567,,,No
2568,,,No
2569,,,No
2570,,,No
2571,,,No
2572,,,No
2573,,,No
2574,,,No
2575,,,T20
2576,,,No
2577,,,No
2578,,,No
2579,,,No
2580,,,No
2581,,,No
2582,,,No
2583,,,No
2584,,,No
2585,,,No
2586,,,No
2587,,,T20
2588,,,T20
2589,,,No
2590,,,No
2591,,,No
2592,,,No
2593,,,No
2594,,,No
2595,,,No
2596,,,T20
2597,,,No
2598,,,No
2599,,,No
2600,,,No
2601,,,No
2602,,,No
2603,,,No
2604,,,No
2605,,,No
2606,,,No
2607,,,No
2608,,,No
2609,,,No
2610,,,No
2611,,,No
2612,,,No
2613,,,No
2614,,,No
2615,,,No
2616,,,No
2617,,,No
2618,,,No
2619,,,No
2620,,,No
2621,,,T20
2622,,,No
2623,,,No
2624,,,No
2625,,,No
2626,,,No
2627,,,No
2628,,,No
2629,,,No
2630,,,No
2631,,,No
2632,,,No
2633,,,No
2634,,,No
2635,,,No
2636,,,No
2637,,,No
2638,,,No
2639,,,No
2640,,,No
2641,,,No
2642,,,No
2643,,,No
2644,,,No
2645,,,No
2646,,,No
2647,,,No
2648,,,No
2649,,,No
2650,,,No
2651,,,No
2652,,,No
2653,,,No
2654,,,No
2655,,,No
2656,,,No
2657,,,No
2658,,,No
2659,,,No
2660,,,No
2661,,,No
2662,,,No
2663,,,No
2664,,,No
2665,,,No
2666,,,No
2667,,,No
2668,,,No
2669,,,No
2670,,,No
2671,,,No
2672,,,No
2673,,,No
2674,,,No
2675,,,No
2676,,,No
2677,,,No
2678,,,No
2679,,,No
2680,,,No
2681,,,No
2682,,,No
2683,,,No
2684,,,No
2685,,,No
2686,,,No
2687,,,No
2688,,,No
2689,,,No
2690,,,No
2691,,,No
2692,,,No
2693,,,No
2694,,,No
2695,,,No
2696,,,No
2697,,,No
2698,,,No
2699,,,No
2700,,,No
2701,,,No
2702,,,No
2703,,,No
2704,,,No
2705,,,No
2706,,,No
2707,,,No
2708,,,No
2709,,,No
2710,,,No
2711,,,No
2712,,,No
2713,,,No
2714,,,No
2715,,,No
2716,,,No
2717,,,No
2718,,,No
2719,,,No
2720,,,No
2721,,,No
2722,,,No
2723,,,No
2724,,,No
2725,,,No
2726,,,No
2727,,,No
2728,,,No
2729,,,No
2730,,,No
2731,,,No
2732,,,No
2733,,,No
2734,,,No
2735,,,No
2736,,,No
2737,,,No
2738,,,No
2739,,,No
2740,,,No
2741,,,No
2742,,,No
2743,,,No
2744,,,No
2745,,,No
2746,,,No
2747,,,No
2748,,,No
2749,,,No
2750,,,No
2751,,,No
2752,,,No
2753,,,No
2754,,,No
2755,,,No
2756,,,No
2757,,,No
2758,,,No
2759,,,No
2760,,,No
2761,,,No
2762,,,No
2763,,,No
2764,,,No
2765,,,No
2766,,,No
2767,,,No
2768,,,No
2769,,,No
2770,,,No
2771,,,No
2772,,,No
2773,,,No
2774,,,No
2775,,,No
2776,,,T20
2777,,,No
2778,,,No
2779,,,No
2780,,,No
2781,,,No
2782,,,T20
2783,,,No
2784,,,No
2785,,,No
2786,,,No
2787,,,No
2788,,,No
2789,,,No
2790,,,No
2791,,,No
2792,,,No
2793,,,No
2794,,,No
2795,,,No
2796,,,No
2797,,,No
2798,,,No
2799,,,No
2800,,,No
2801,,,No
2802,,,No
2803,,,No
2804,,,No
2805,,,No
2806,,,No
2807,,,No
2808,,,No
2809,,,No
2810,,,No
2811,,,No
2812,,,No
2813,,,No
2814,,,No
2815,,,No
2816,,,No
2817,,,No
2818,,,No
2819,,,No
2820,,,No
2821,,,No
2822,,,No
2823,,,No
2824,,,No
2825,,,No
2826,,,No
2827,,,No
2828,,,No
2829,,,No
2830,,,No
2831,,,No
2832,,,No
2833,,,No
2834,,,No
2835,,,No
2836,,,No
2837,,,No
2838,,,No
2839,,,No
2840,,,No
2841,,,No
2842,,,No
2843,,,No
2844,,,No
2845,,,No
2846,,,No
2847,,,No
2848,,,No
2849,,,No
2850,,,T20
2851,,,No
2852,,,No
2853,,,No
2854,,,No
2855,,,No
2856,,,No
2857,,,No
2858,,,No
2859,,,No
2860,,,No
2861,,,No
2862,,,No
2863,,,No
2864,,,No
2865,,,No
2866,,,No
2867,,,No
2868,,,No
2869,,,No
2870,,,No
2871,,,No
2872,,,No
2873,,,No
2874,,,No
2875,,,No
2876,,,No
2877,,,No
2878,,,No
2879,,,No
2880,,,No
2881,,,No
2882,,,No
2883,,,No
2884,,,T20
2885,,,No
2886,,,No
2887,,,No
2888,,,No
2889,,,No
2890,,,No
2891,,,No
2892,,,No
2893,,,No
2894,,,No
2895,,,No
2896,,,No
2897,,,No
2898,,,T20
2899,,,No
2900,,,No
2901,,,No
2902,,,No
2903,,,No
2904,,,No
2905,,,No
2906,,,No
2907,,,No
2908,,,No
2909,,,No
2910,,,No
2911,,,No
2912,,,No
2913,,,No
2914,,,No
2915,,,No
2916,,,No
2917,,,No
2918,,,No
2919,,,No
2920,,,No
2921,,,No
2922,,,No
2923,,,No
2924,,,No
2925,,,No
2926,,,No
2927,,,No
2928,,,No
2929,,,No
2930,,,No
2931,,,No
2932,,,No
2933,,,No
2934,,,No
2935,,,No
2936,,,No
2937,,,No
2938,,,No
2939,,,No
2940,,,No
2941,,,No
2942,,,No
2943,,,No
2944,,,No
2945,,,No
2946,,,No
2947,,,No
2948,,,No
2949,,,No
2950,,,No
2951,,,No
2952,,,No
2953,,,No
2954,,,No
2955,,,No
2956,,,No
2957,,,No
2958,,,No
2959,,,No
2960,,,No
2961,,,No
2962,,,No
2963,,,No
2964,,,No
2965,,,No
2966,,,No
2967,,,No
2968,,,No
2969,,,No
2970,,,No
2971,,,No
2972,,,No
2973,,,No
2974,,,No
2975,,,No
2976,,,No
2977,,,No
2978,,,No
2979,,,No
2980,,,No
2981,,,No
2982,,,No
2983,,,No
2984,,,No
2985,,,No
2986,,,No
2987,,,No
2988,,,No
2989,,,No
2990,,,No
2991,,,No
2992,,,No
2993,,,No
2994,,,No
2995,,,No
2996,,,No
2997,,,No
2998,,,No
2999,,,No
3000,,,No
3001,,,No
3002,,,No
3003,,,No
3004,,,No
3005,,,No
3006,,,No
3007,,,No
3008,,,No
3009,,,No
3010,,,No
3011,,,No
3012,,,No
3013,,,No
3014,,,No
3015,,,No
3016,,,No
3017,,,No
3018,,,No
3019,,,No
3020,,,No
3021,,,No
3022,,,No
3023,,,No
3024,,,No
3025,,,No
3026,,,No
3027,,,No
3028,,,No
3029,,,No
3030,,,No
3031,,,No
3032,,,No
3033,,,No
3034,,,No
3035,,,No
3036,,,No
3037,,,No
3038,,,No
3039,,,No
3040,,,No
3041,,,No
3042,,,No
3043,,,No
3044,,,No
3045,,,No
3046,,,No
3047,,,No
3048,,,No
3049,,,No
3050,,,No
3051,,,No
3052,,,No
3053,,,No
3054,,,No
3055,,,No
3056,,,No
3057,,,No
3058,,,No
3059,,,No
3060,,,No
3061,,,No
3062,,,No
3063,,,No
3064,,,No
3065,,,No
3066,,,No
3067,,,No
3068,,,No
3069,,,No
3070,,,No
3071,,,No
3072,,,No
3073,,,No
3074,,,No
3075,,,No
3076,,,No
3077,,,No
3078,,,No
3079,,,No
3080,,,No
3081,,,No
3082,,,No
3083,,,No
3084,,,No
3085,,,No
3086,,,No
3087,,,No
3088,,,No
3089,,,No
3090,,,No
3091,,,No
3092,,,No
3093,,,No
3094,,,No
3095,,,No
3096,,,No
3097,,,No
3098,,,No
3099,,,No
3100,,,No
3101,,,No
3102,,,No
3103,,,No
3104,,,No
3105,,,No
3106,,,No
3107,,,No
3108,,,No
3109,,,No
3110,,,No
3111,,,No
3112,,,No
3113,,,No
3114,,,No
3115,,,No
3116,,,No
3117,,,No
3118,,,No
3119,,,No
3120,,,No
3121,,,No
3122,,,No
3123,,,No
3124,,,No
3125,,,No
3126,,,No
3127,,,No
3128,,,No
3129,,,No
3130,,,No
3131,,,No
3132,,,No
3133,,,No
3134,,,No
3135,,,No
3136,,,No
3137,,,No
3138,,,No
3139,,,No
3140,,,No
3141,,,No
3142,,,No
3143,,,No
3144,,,No
3145,,,No
3146,,,No
3147,,,No
3148,,,No
3149,,,No
3150,,,No
3151,,,No
3152,,,T20
3153,,,No
3154,,,No
3155,,,No
3156,,,No
3157,,,No
3158,,,No
3159,,,No
3160,,,No
3161,,,No
3162,,,No
3163,,,No
3164,,,No
3165,,,No
3166,,,No
3167,,,No
3168,,,No
3169,,,No
3170,,,No
3171,,,No
3172,,,No
3173,,,No
3174,,,No
3175,,,No
3176,,,No
3177,,,No
3178,,,No
3179,,,No
3180,,,No
3181,,,No
3182,,,No
3183,,,No
3184,,,No
3185,,,No
3186,,,No
3187,,,No
3188,,,No
3189,,,No
3190,,,No
3191,,,No
3192,,,No
3193,,,No
3194,,,No
3195,,,No
3196,,,No
3197,,,No
3198,,,No
3199,,,No
3200,,,No
3201,,,No
3202,,,No
3203,,,No
3204,,,No
3205,,,No
3206,,,No
3207,,,No
3208,,,No
3209,,,No
3210,,,No
3211,,,No
3212,,,No
3213,,,No
3214,,,No
3215,,,No
3216,,,No
3217,,,No
3218,,,No
3219,,,No
3220,,,No
3221,,,No
3222,,,No
3223,,,No
3224,,,No
3225,,,No
3226,,,No
3227,,,No
3228,,,No
3229,,,No
3230,,,No
3231,,,No
3232,,,No
3233,,,No
3234,,,No
3235,,,No
3236,,,No
3237,,,No
3238,,,No
3239,,,No
3240,,,No
3241,,,No
3242,,,No
3243,,,No
3244,,,No
3245,,,No
3246,,,No
3247,,,No
3248,,,No
3249,,,No
3250,,,No
3251,,,No
3252,,,No
3253,,,No
3254,,,No
3255,,,No
3256,,,No
3257,,,No
3258,,,No
3259,,,No
3260,,,No
3261,,,No
3262,,,No
3263,,,No
3264,,,No
3265,,,No
3266,,,No
3267,,,No
3268,,,No
3269,,,No
3270,,,No
3271,,,No
3272,,,No
3273,,,No
3274,,,No
3275,,,No
3276,,,No
3277,,,No
3278,,,No
3279,,,No
3280,,,No
3281,,,No
3282,,,No
3283,,,No
3284,,,No
3285,,,No
3286,,,No
3287,,,No
3288,,,No
3289,,,No
3290,,,No
3291,,,No
3292,,,No
3293,,,No
3294,,,No
3295,,,No
3296,,,No
3297,,,No
3298,,,No
3299,,,No
3300,,,No
3301,,,No
3302,,,No
3303,,,No
3304,,,No
3305,,,No
3306,,,No
3307,,,No
3308,,,No
3309,,,No
3310,,,No
3311,,,No
3312,,,No
3313,,,No
3314,,,No
3315,,,No
3316,,,No
3317,,,No
3318,,,No
3319,,,No
3320,,,No
3321,,,No
3322,,,No
3323,,,No
3324,,,No
3325,,,No
3326,,,No
3327,,,No
3328,,,No
3329,,,No
3330,,,No
3331,,,No
3332,,,No
3333,,,No
3334,,,No
3335,,,No
3336,,,No
3337,,,No
3338,,,No
3339,,,No
3340,,,No
3341,,,No
3342,,,No
3343,,,No
3344,,,No
3345,,,No
3346,,,No
3347,,,No
3348,,,No
3349,,,No
3350,,,No
3351,,,No
3352,,,No
3353,,,No
3354,,,No
3355,,,No
3356,,,No
3357,,,No
3358,,,No
3359,,,No
3360,,,No
3361,,,No
3362,,,No
3363,,,No
3364,,,No
3365,,,No
3366,,,No
3367,,,No
3368,,,No
3369,,,No
3370,,,No
3371,,,No
3372,,,No
3373,,,No
3374,,,No
3375,,,No
3376,,,No
3377,,,No
3378,,,No
3379,,,No
3380,,,No
3381,,,No
3382,,,No
3383,,,No
3384,,,No
3385,,,No
3386,,,No
3387,,,No
3388,,,No
3389,,,No
3390,,,No
3391,,,No
3392,,,No
3393,,,No
3394,,,No
3395,,,No
3396,,,No
3397,,,No
3398,,,No
3399,,,No
3400,,,No
3401,,,No
3402,,,No
3403,,,No
3404,,,No
3405,,,No
3406,,,No
3407,,,No
3408,,,No
3409,,,No
3410,,,No
3411,,,No
3412,,,No
3413,,,No
3414,,,T20
3415,,,No
3416,,,No
3417,,,No
3418,,,No
3419,,,No
3420,,,No
3421,,,No
3422,,,No
3423,,,No
3424,,,No
3425,,,No
3426,,,No
3427,,,No
3428,,,No
3429,,,No
3430,,,No
3431,,,No
3432,,,No
3433,,,No
3434,,,No
3435,,,No
3436,,,No
3437,,,No
3438,,,No
3439,,,No
3440,,,No
3441,,,No
3442,,,No
3443,,,No
3444,,,No
3445,,,No
3446,,,No
3447,,,No
3448,,,No
3449,,,No
3450,,,No
3451,,,No
3452,,,No
3453,,,No
3454,,,No
3455,,,No
3456,,,No
3457,,,No
3458,,,No
3459,,,No
3460,,,No
3461,,,No
3462,,,No
3463,,,No
3464,,,No
3465,,,No
3466,,,No
3467,,,No
3468,,,No
3469,,,No
3470,,,No
3471,,,No
3472,,,No
3473,,,No
3474,,,No
3475,,,No
3476,,,No
3477,,,No
3478,,,No
3479,,,No
3480,,,No
3481,,,No
3482,,,No
3483,,,No
3484,,,No
3485,,,No
3486,,,No
3487,,,No
3488,,,No
3489,,,No
3490,,,No
3491,,,No
3492,,,No
3493,,,No
3494,,,No
3495,,,No
3496,,,No
3497,,,No
3498,,,No
3499,,,No
3500,,,No
3501,,,No
3502,,,No
3503,,,No
3504,,,No
3505,,,No
3506,,,No
3507,,,No
3508,,,No
3509,,,No
3510,,,No
3511,,,No
3512,,,No
3513,,,No
3514,,,No
3515,,,No
3516,,,T20
3517,,,No
3518,,,No
3519,,,No
3520,,,No
3521,,,No
3522,,,No
3523,,,No
3524,,,No
3525,,,No
3526,,,No
3527,,,No
3528,,,No
3529,,,No
3530,,,No
3531,,,No
3532,,,No
3533,,,No
3534,,,No
3535,,,No
3536,,,No
3537,,,No
3538,,,No
3539,,,No
3540,,,No
3541,,,No
3542,,,No
3543,,,No
3544,,,No
3545,,,No
3546,,,No
3547,,,No
3548,,,No
3549,,,No
3550,,,No
3551,,,No
3552,,,No
3553,,,No
3554,,,No
3555,,,No
3556,,,No
3557,,,No
3558,,,No
3559,,,No
3560,,,No
3561,,,No
3562,,,No
3563,,,No
3564,,,No
3565,,,No
3566,,,No
3567,,,No
3568,,,No
3569,,,No
3570,,,No
3571,,,No
3572,,,No
3573,,,No
3574,,,No
3575,,,No
3576,,,No
3577,,,No
3578,,,No
3579,,,No
3580,,,No
3581,,,No
3582,,,No
3583,,,No
3584,,,No
3585,,,No
3586,,,No
3587,,,No
3588,,,No
3589,,,No
3590,,,No
3591,,,No
3592,,,No
3593,,,No
3594,,,No
3595,,,No
3596,,,No
3597,,,No
3598,,,No
3599,,,No
3600,,,No
3601,,,No
3602,,,No
3603,,,No
3604,,,No
3605,,,No
3606,,,No
3607,,,No
3608,,,No
3609,,,No
3610,,,No
3611,,,No
3612,,,No
3613,,,No
3614,,,No
3615,,,No
3616,,,No
3617,,,No
3618,,,No
3619,,,No
3620,,,No
3621,,,No
3622,,,No
3623,,,No
3624,,,No
3625,,,No
3626,,,No
3627,,,No
3628,,,No
3629,,,No
3630,,,No
3631,,,No
3632,,,No
3633,,,No
3634,,,No
3635,,,No
3636,,,No
3637,,,No
3638,,,No
3639,,,No
3640,,,No
3641,,,No
3642,,,No
3643,,,No
3644,,,No
3645,,,No
3646,,,No
3647,,,No
3648,,,No
3649,,,No
3650,,,No
3651,,,No
3652,,,No
3653,,,No
3654,,,No
3655,,,No
3656,,,No
3657,,,No
3658,,,No
3659,,,No
3660,,,No
3661,,,No
3662,,,No
3663,,,No
3664,,,No
3665,,,No
3666,,,No
3667,,,No
3668,,,No
3669,,,No
3670,,,No
3671,,,No
3672,,,No
